1.847007869423778, 7.372895375965523
1.8563773512918609, 6.8162254529436535
1.8597595028233815, 6.226184124687004
1.8626034053407352, 5.568368205358838
1.86011669448277, 5.055902323010951
1.8580211147313936, 4.6603748885678264
1.85592789582894, 4.295789893555374
1.8423254939297335, 3.936146223268307
1.8177701071926513, 3.6286625889983615
1.7936168862403425, 3.3553068273338016
1.7753792435384912, 3.1212257196230313
1.7518624186681395, 2.894817037119466
1.7124377901023495, 2.6448771427480597
1.6898957897662077, 2.4678685632822916
1.6677897762839935, 2.316643076731238
1.6356838551469453, 2.1552217085334564
1.5941015058562882, 1.9811173982269026
1.5344701880545735, 1.8103438747768745
1.477254537140163, 1.6693323549463974
1.4224691826145985, 1.5627013718065315
1.356694159070668, 1.4281267280082066
1.290125346531291, 1.3150628872590577
1.2231610921239218, 1.2183166279490503
